,Index,negative sign,Forecast : 0,Forecast : 1,Date,Close,Open,High,Low
4191,4191,0,0,0,2019.05.24,1284.82,1282.84,1285.25,1280.74
4192,4192,0,1,1,2019.05.27,1285.01,1284.19,1287.4,1283.79
4193,4193,1,0,0,2019.05.28,1279.2,1285.11,1286.64,1276.12
4194,4194,0,0,0,2019.05.29,1279.58,1279.33,1285.56,1279.09
4195,4195,0,0,0,2019.05.30,1287.77,1280.14,1289.17,1275.04
4196,4196,0,0,0,2019.05.31,1305.48,1288.02,1306.94,1288.0
4197,4197,0,0,0,2019.06.03,1324.64,1307.57,1327.98,1305.94
4198,4198,0,0,0,2019.06.04,1325.3,1324.78,1329.07,1320.01
4199,4199,0,0,0,2019.06.05,1330.21,1325.29,1344.07,1324.54
4200,4200,0,0,0,2019.06.06,1335.35,1330.48,1339.79,1327.26
4201,4201,0,1,1,2019.06.07,1340.47,1334.99,1348.24,1330.29
4202,4202,1,1,1,2019.06.10,1327.76,1336.59,1337.74,1325.1
4203,4203,1,0,0,2019.06.11,1326.8,1327.85,1329.88,1319.9
4204,4204,0,0,0,2019.06.12,1333.45,1326.8,1338.38,1325.95
4205,4205,0,1,1,2019.06.13,1342.09,1333.9,1343.15,1332.4
4206,4206,1,1,1,2019.06.14,1341.38,1342.12,1358.17,1337.84
4207,4207,1,0,0,2019.06.17,1339.65,1341.53,1343.54,1333.02
4208,4208,0,0,0,2019.06.18,1346.51,1339.2,1354.68,1338.64
4209,4209,0,0,0,2019.06.19,1360.18,1346.4,1362.55,1341.36
4210,4210,0,0,0,2019.06.20,1388.36,1360.43,1394.3,1357.72
4211,4211,0,0,0,2019.06.21,1399.16,1387.28,1411.73,1382.48
4212,4212,0,0,0,2019.06.24,1419.5,1400.08,1421.47,1399.83
4213,4213,0,1,1,2019.06.25,1423.33,1419.51,1439.11,1411.94
4214,4214,1,0,0,2019.06.26,1409.12,1423.52,1424.47,1401.77
4215,4215,0,0,0,2019.06.27,1409.9,1409.11,1412.11,1398.66
4216,4216,0,1,1,2019.06.28,1409.71,1409.72,1424.68,1405.69
4217,4217,1,0,0,2019.07.01,1384.49,1398.23,1398.49,1381.78
4218,4218,0,1,1,2019.07.02,1418.1,1383.13,1421.01,1383.13
4219,4219,1,1,1,2019.07.03,1418.58,1421.31,1437.76,1412.1
4220,4220,1,1,1,2019.07.04,1415.33,1418.76,1421.7,1410.26
4221,4221,1,1,1,2019.07.05,1398.66,1415.73,1424.18,1386.77
4222,4222,1,0,0,2019.07.08,1395.29,1398.31,1407.64,1391.77
4223,4223,0,0,0,2019.07.09,1397.54,1395.54,1400.1,1385.85
4224,4224,0,1,1,2019.07.10,1418.86,1397.35,1418.96,1389.94
4225,4225,1,0,0,2019.07.11,1403.89,1418.74,1427.16,1400.83
4226,4226,0,1,1,2019.07.12,1415.28,1404.36,1416.9,1402.98
4227,4227,1,1,1,2019.07.15,1413.89,1415.73,1419.73,1407.75
4228,4228,1,0,0,2019.07.16,1405.93,1414.52,1418.25,1400.98
4229,4229,0,0,0,2019.07.17,1426.13,1406.21,1426.77,1400.12
4230,4230,0,1,1,2019.07.18,1445.8,1426.43,1448.11,1414.58
4231,4231,1,1,1,2019.07.19,1424.92,1446.67,1452.96,1420.21
4232,4232,1,1,1,2019.07.22,1424.36,1427.42,1430.0,1422.25
4233,4233,1,0,0,2019.07.23,1417.32,1425.02,1430.17,1414.25
4234,4234,0,1,1,2019.07.24,1425.44,1417.98,1429.5,1416.33
4235,4235,1,0,0,2019.07.25,1413.99,1426.25,1433.81,1411.04
4236,4236,0,0,0,2019.07.26,1418.4,1414.95,1424.82,1413.5
4237,4237,0,0,0,2019.07.29,1426.72,1418.79,1428.12,1414.79
4238,4238,0,1,1,2019.07.30,1430.7,1426.59,1433.24,1422.3
4239,4239,1,0,0,2019.07.31,1412.77,1431.07,1434.4,1410.55
4240,4240,0,1,1,2019.08.01,1445.24,1413.33,1446.06,1400.54
4241,4241,1,0,0,2019.08.02,1441.02,1444.83,1449.09,1430.3
4242,4242,0,0,0,2019.08.05,1463.84,1440.32,1469.75,1436.78
4243,4243,0,0,0,2019.08.06,1474.2,1468.62,1474.91,1456.43
4244,4244,0,0,0,2019.08.07,1500.74,1474.41,1510.39,1472.2
4245,4245,0,1,1,2019.08.08,1500.99,1500.23,1509.53,1490.05
4246,4246,1,0,0,2019.08.09,1497.04,1504.06,1509.17,1494.79
4247,4247,0,1,1,2019.08.12,1511.18,1497.61,1519.85,1487.39
4248,4248,1,0,0,2019.08.13,1501.15,1510.77,1535.02,1479.69
4249,4249,0,0,0,2019.08.14,1516.19,1501.97,1524.05,1494.19
4250,4250,0,1,1,2019.08.15,1523.09,1515.93,1527.08,1507.89
4251,4251,1,1,1,2019.08.16,1512.89,1523.04,1528.03,1503.71
4252,4252,1,0,0,2019.08.19,1495.85,1512.21,1513.0,1493.27
4253,4253,0,1,1,2019.08.20,1507.12,1495.99,1508.63,1492.95
4254,4254,1,1,1,2019.08.21,1502.46,1507.61,1508.14,1496.53
4255,4255,1,0,0,2019.08.22,1497.84,1502.37,1504.59,1492.53
4256,4256,0,1,1,2019.08.23,1526.11,1498.4,1530.29,1493.55
4257,4257,1,0,0,2019.08.26,1527.17,1535.08,1555.19,1525.06
4258,4258,0,1,1,2019.08.27,1542.57,1527.25,1544.68,1525.67
4259,4259,1,1,1,2019.08.28,1538.86,1541.96,1546.9,1531.86
4260,4260,1,1,1,2019.08.29,1527.41,1539.2,1550.4,1519.61
4261,4261,1,0,0,2019.08.30,1519.95,1527.82,1533.16,1516.97
4262,4262,0,0,0,2019.09.02,1529.0,1525.98,1535.27,1519.38
4263,4263,0,0,0,2019.09.03,1546.87,1529.34,1549.75,1521.51
4264,4264,0,1,1,2019.09.04,1552.15,1546.9,1557.06,1533.9
4265,4265,1,1,1,2019.09.05,1518.89,1552.25,1553.03,1506.27
4266,4266,1,1,1,2019.09.06,1506.12,1517.18,1527.95,1502.6
4267,4267,1,1,1,2019.09.09,1498.75,1507.4,1515.53,1497.59
4268,4268,1,0,0,2019.09.10,1485.36,1498.84,1501.04,1484.43
4269,4269,0,0,0,2019.09.11,1496.47,1485.9,1498.27,1485.13
4270,4270,0,1,1,2019.09.12,1499.06,1496.63,1524.26,1489.26
4271,4271,1,1,1,2019.09.13,1488.22,1498.66,1509.06,1485.78
4272,4272,1,0,0,2019.09.16,1498.33,1504.98,1512.16,1495.93
4273,4273,0,1,1,2019.09.17,1501.27,1498.91,1507.16,1493.48
4274,4274,1,0,0,2019.09.18,1494.0,1501.31,1511.61,1482.93
4275,4275,0,0,0,2019.09.19,1498.86,1493.98,1504.52,1489.01
4276,4276,0,0,0,2019.09.20,1516.56,1499.04,1517.13,1497.96
4277,4277,0,0,0,2019.09.23,1522.06,1513.72,1526.83,1510.62
4278,4278,0,1,1,2019.09.24,1531.46,1522.37,1535.71,1515.64
4279,4279,1,0,0,2019.09.25,1503.54,1532.06,1535.15,1500.45
4280,4280,0,1,1,2019.09.26,1504.63,1503.86,1512.36,1500.2
4281,4281,1,1,1,2019.09.27,1496.92,1504.66,1507.47,1486.86
4282,4282,1,0,0,2019.09.30,1472.19,1494.8,1500.55,1464.52
4283,4283,0,0,0,2019.10.01,1478.97,1471.79,1487.28,1459.1
4284,4284,0,0,0,2019.10.02,1499.26,1478.82,1505.12,1474.54
4285,4285,0,1,1,2019.10.03,1504.86,1499.21,1519.55,1495.8
4286,4286,1,1,1,2019.10.04,1504.46,1505.52,1515.44,1495.78
4287,4287,1,0,0,2019.10.07,1493.16,1512.64,1512.64,1488.01
4288,4288,0,0,0,2019.10.08,1505.26,1493.34,1509.8,1486.88
4289,4289,0,1,1,2019.10.09,1505.36,1505.17,1512.49,1499.85
4290,4290,1,1,1,2019.10.10,1493.96,1505.35,1517.07,1491.08
4291,4291,1,0,0,2019.10.11,1488.83,1493.74,1503.21,1474.0
4292,4292,0,1,1,2019.10.14,1492.92,1487.37,1497.15,1482.85
4293,4293,1,0,0,2019.10.15,1480.86,1493.5,1498.56,1477.21
4294,4294,0,0,0,2019.10.16,1489.83,1481.03,1491.56,1477.06
4295,4295,0,1,1,2019.10.17,1491.61,1490.28,1497.35,1483.46
4296,4296,1,1,1,2019.10.18,1489.94,1491.8,1494.13,1484.91
4297,4297,1,0,0,2019.10.21,1483.96,1491.62,1495.26,1481.48
4298,4298,0,0,0,2019.10.22,1487.48,1484.0,1489.03,1480.86
4299,4299,0,0,0,2019.10.23,1491.6,1487.76,1496.33,1487.56
4300,4300,0,0,0,2019.10.24,1503.48,1491.8,1504.06,1488.03
4301,4301,0,1,1,2019.10.25,1504.4,1503.52,1518.0,1500.64
4302,4302,1,1,1,2019.10.28,1492.06,1504.45,1508.25,1490.04
4303,4303,1,0,0,2019.10.29,1487.44,1491.82,1494.82,1483.49
4304,4304,0,0,0,2019.10.30,1495.36,1487.94,1496.66,1481.17
4305,4305,0,0,0,2019.10.31,1512.76,1496.22,1514.25,1493.78
4306,4306,0,1,1,2019.11.01,1513.96,1512.61,1516.05,1503.3
4307,4307,1,1,1,2019.11.04,1509.58,1514.16,1514.85,1504.47
4308,4308,1,0,0,2019.11.05,1483.48,1509.68,1509.71,1479.36
4309,4309,0,1,1,2019.11.06,1490.4,1483.35,1494.27,1482.41
4310,4310,1,1,1,2019.11.07,1468.24,1490.42,1492.24,1460.53
4311,4311,1,1,1,2019.11.08,1458.95,1467.85,1473.0,1456.2
4312,4312,1,0,0,2019.11.11,1455.72,1459.36,1466.49,1448.23
4313,4313,0,0,0,2019.11.12,1456.06,1454.92,1460.54,1445.63
4314,4314,0,0,0,2019.11.13,1463.39,1455.9,1467.17,1455.83
4315,4315,0,1,1,2019.11.14,1471.11,1463.31,1474.67,1461.12
4316,4316,1,0,0,2019.11.15,1467.88,1471.11,1471.4,1462.43
4317,4317,0,0,0,2019.11.18,1471.17,1467.1,1474.01,1456.4
4318,4318,0,1,1,2019.11.19,1472.29,1471.38,1475.37,1464.81
4319,4319,1,1,1,2019.11.20,1471.34,1472.28,1478.84,1465.79
4320,4320,1,1,1,2019.11.21,1464.18,1474.88,1475.7,1462.4
4321,4321,1,1,1,2019.11.22,1462.07,1464.17,1473.24,1461.38
4322,4322,1,0,0,2019.11.25,1455.0,1460.78,1462.19,1454.09
4323,4323,0,1,1,2019.11.26,1461.28,1455.09,1462.9,1450.07
4324,4324,1,0,0,2019.11.27,1454.28,1461.34,1461.93,1452.56
4325,4325,0,0,0,2019.11.28,1455.55,1453.47,1458.35,1453.47
4326,4326,0,1,1,2019.11.29,1463.63,1455.52,1466.59,1453.07
4327,4327,1,0,0,2019.12.02,1462.43,1464.18,1465.07,1454.0
4328,4328,0,1,1,2019.12.03,1477.5,1461.09,1481.82,1459.89
4329,4329,1,0,0,2019.12.04,1474.49,1477.39,1484.09,1471.49
4330,4330,0,1,1,2019.12.05,1475.97,1474.68,1480.37,1472.91
4331,4331,1,0,0,2019.12.06,1459.69,1475.69,1479.71,1458.73
4332,4332,0,0,0,2019.12.09,1461.5,1459.59,1465.43,1458.76
4333,4333,0,0,0,2019.12.10,1464.25,1461.71,1469.22,1460.07
4334,4334,0,1,1,2019.12.11,1474.54,1463.86,1478.96,1462.73
4335,4335,1,0,0,2019.12.12,1469.69,1474.67,1486.77,1463.93
4336,4336,0,0,0,2019.12.13,1475.56,1466.06,1478.07,1461.69
4337,4337,0,0,0,2019.12.16,1476.03,1475.78,1479.93,1473.2
4338,4338,0,1,1,2019.12.17,1476.18,1475.94,1480.55,1474.24
4339,4339,1,0,0,2019.12.18,1475.41,1476.03,1479.33,1470.48
4340,4340,0,1,1,2019.12.19,1478.82,1475.61,1481.7,1473.3
4341,4341,1,0,0,2019.12.20,1478.11,1478.85,1481.0,1475.82
4342,4342,0,0,0,2019.12.23,1485.37,1478.25,1486.18,1477.55
4343,4343,0,0,0,2019.12.24,1498.72,1485.43,1500.54,1484.39
4344,4344,0,1,1,2019.12.26,1511.08,1499.4,1512.63,1497.4
4345,4345,1,0,0,2019.12.27,1511.02,1511.3,1515.35,1507.37
4346,4346,0,0,0,2019.12.30,1514.98,1511.44,1516.13,1510.82
4347,4347,0,0,0,2019.12.31,1517.22,1514.68,1525.34,1514.63
4348,4348,0,0,0,2020.01.02,1528.89,1517.97,1531.38,1517.23
4349,4349,0,0,0,2020.01.03,1552.01,1527.25,1553.63,1527.25
4350,4350,0,0,0,2020.01.06,1565.71,1558.4,1588.0,1558.4
4351,4351,0,1,1,2020.01.07,1574.08,1564.34,1577.33,1555.36
4352,4352,1,1,1,2020.01.08,1556.45,1576.72,1611.42,1552.25
4353,4353,1,0,0,2020.01.09,1552.27,1556.62,1561.4,1540.25
4354,4354,0,1,1,2020.01.10,1561.97,1552.45,1563.15,1545.76
4355,4355,1,1,1,2020.01.13,1547.86,1559.96,1561.5,1546.54
4356,4356,1,0,0,2020.01.14,1546.31,1547.72,1548.91,1535.96
4357,4357,0,1,1,2020.01.15,1556.16,1546.29,1558.2,1545.94
4358,4358,1,0,0,2020.01.16,1552.37,1556.45,1558.12,1548.08
4359,4359,0,0,0,2020.01.17,1557.24,1552.48,1561.26,1549.44
4360,4360,0,1,1,2020.01.20,1560.75,1557.23,1562.8,1556.38
4361,4361,1,1,1,2020.01.21,1558.05,1560.77,1568.64,1546.35
4362,4362,1,0,0,2020.01.22,1558.63,1558.97,1559.28,1550.18
4363,4363,0,0,0,2020.01.23,1562.82,1558.61,1567.96,1551.94
4364,4364,0,0,0,2020.01.24,1571.34,1562.19,1575.89,1556.58
4365,4365,0,1,1,2020.01.27,1581.81,1581.22,1588.54,1575.92
4366,4366,1,0,0,2020.01.28,1567.13,1581.56,1583.07,1565.57
4367,4367,0,1,1,2020.01.29,1576.66,1566.76,1578.06,1563.43
4368,4368,1,0,0,2020.01.30,1574.3,1576.88,1586.0,1572.35
4369,4369,0,1,1,2020.01.31,1588.26,1573.83,1590.6,1570.95
4370,4370,1,1,1,2020.02.03,1576.72,1593.19,1593.63,1569.67
4371,4371,1,0,0,2020.02.04,1552.83,1577.13,1579.63,1549.08
4372,4372,0,0,0,2020.02.05,1555.87,1552.59,1562.43,1547.52
4373,4373,0,0,0,2020.02.06,1566.48,1555.91,1568.25,1552.54
4374,4374,0,0,0,2020.02.07,1570.38,1566.75,1574.09,1560.62
4375,4375,0,1,1,2020.02.10,1571.9,1571.97,1577.03,1568.04
4376,4376,1,1,1,2020.02.11,1567.71,1571.98,1574.07,1562.13
4377,4377,1,0,0,2020.02.12,1566.08,1567.61,1570.5,1561.85
4378,4378,0,0,0,2020.02.13,1575.82,1566.08,1578.3,1565.61
4379,4379,0,1,1,2020.02.14,1583.82,1576.12,1585.03,1573.08
4380,4380,1,0,0,2020.02.17,1580.56,1581.98,1583.84,1578.87
4381,4381,0,0,0,2020.02.18,1601.34,1580.58,1605.1,1580.58
4382,4382,0,0,0,2020.02.19,1611.42,1601.72,1612.95,1599.53
4383,4383,0,0,0,2020.02.20,1619.47,1612.18,1623.78,1603.96
4384,4384,0,0,0,2020.02.21,1643.55,1619.52,1649.26,1618.98
4385,4385,0,1,1,2020.02.24,1659.16,1653.18,1689.32,1650.94
4386,4386,1,0,0,2020.02.25,1634.87,1659.05,1663.88,1625.09
4387,4387,0,0,0,2020.02.26,1640.8,1635.17,1655.0,1624.94
4388,4388,0,1,1,2020.02.27,1644.96,1641.29,1660.39,1635.25
4389,4389,1,1,1,2020.02.28,1586.33,1644.18,1649.51,1562.94
4390,4390,1,0,0,2020.03.02,1589.41,1591.53,1611.05,1575.38
4391,4391,0,1,1,2020.03.03,1640.76,1585.29,1649.34,1584.87
4392,4392,1,0,0,2020.03.04,1636.67,1640.01,1652.64,1631.88
4393,4393,0,0,0,2020.03.05,1671.94,1637.54,1674.64,1635.03
4394,4394,0,1,1,2020.03.06,1674.52,1672.46,1692.14,1642.38
4395,4395,1,1,1,2020.03.09,1680.03,1692.66,1703.31,1657.33
4396,4396,1,1,1,2020.03.10,1649.12,1679.65,1680.48,1641.42
4397,4397,1,1,1,2020.03.11,1634.92,1649.01,1671.26,1632.99
4398,4398,1,1,1,2020.03.12,1576.6,1634.1,1650.33,1560.73
4399,4399,1,1,1,2020.03.13,1529.87,1578.94,1597.93,1504.69
4400,4400,1,0,0,2020.03.16,1513.7,1563.91,1575.32,1451.19
4401,4401,0,1,1,2020.03.17,1528.57,1512.17,1553.92,1465.55
4402,4402,1,1,1,2020.03.18,1486.27,1527.27,1546.33,1472.63
4403,4403,1,0,0,2020.03.19,1472.74,1485.94,1500.91,1463.98
4404,4404,0,0,0,2020.03.20,1496.86,1469.38,1516.03,1454.98
4405,4405,0,0,0,2020.03.23,1553.34,1502.94,1561.26,1482.35
4406,4406,0,1,1,2020.03.24,1626.95,1553.47,1632.6,1552.46
4407,4407,1,0,0,2020.03.25,1616.35,1625.65,1641.53,1591.51
4408,4408,0,1,1,2020.03.26,1628.12,1615.62,1643.67,1595.11
4409,4409,1,1,1,2020.03.27,1626.8,1630.16,1634.71,1613.38
4410,4410,1,1,1,2020.03.30,1621.94,1627.73,1638.43,1610.0
4411,4411,1,0,0,2020.03.31,1572.43,1621.58,1623.22,1572.43
4412,4412,0,0,0,2020.04.01,1591.89,1573.91,1600.4,1567.14
4413,4413,0,0,0,2020.04.02,1611.97,1587.79,1620.36,1582.46
4414,4414,0,0,0,2020.04.03,1616.21,1611.15,1625.57,1605.64
4415,4415,0,1,1,2020.04.06,1661.51,1612.5,1668.66,1608.73
4416,4416,1,1,1,2020.04.07,1648.25,1660.18,1676.15,1641.68
4417,4417,1,0,0,2020.04.08,1643.8,1647.52,1656.37,1640.71
4418,4418,0,0,0,2020.04.09,1680.83,1642.72,1690.25,1642.3
4419,4419,0,0,0,2020.04.13,1711.62,1683.0,1722.93,1673.28
4420,4420,0,1,1,2020.04.14,1727.85,1711.5,1747.56,1708.47
4421,4421,1,0,0,2020.04.15,1713.59,1728.61,1730.78,1707.13
4422,4422,0,1,1,2020.04.16,1715.35,1714.23,1738.8,1707.72
4423,4423,1,0,0,2020.04.17,1682.93,1713.55,1720.83,1679.29
4424,4424,0,1,1,2020.04.20,1694.29,1681.97,1702.53,1671.8
4425,4425,1,0,0,2020.04.21,1684.16,1694.82,1697.82,1660.34
4426,4426,0,0,0,2020.04.22,1712.68,1682.25,1718.55,1679.83
4427,4427,0,1,1,2020.04.23,1729.21,1712.39,1738.62,1707.15
4428,4428,1,1,1,2020.04.24,1727.73,1729.62,1736.39,1710.44
4429,4429,1,1,1,2020.04.27,1713.26,1725.78,1728.61,1706.04
4430,4430,1,0,0,2020.04.28,1707.46,1712.37,1716.38,1691.68
4431,4431,0,1,1,2020.04.29,1711.22,1706.33,1717.7,1697.83
4432,4432,1,0,0,2020.04.30,1685.86,1712.04,1722.06,1681.41
4433,4433,0,0,0,2020.05.01,1699.49,1684.18,1705.64,1670.3
4434,4434,0,0,0,2020.05.04,1701.7,1697.77,1713.14,1691.67
4435,4435,0,1,1,2020.05.05,1703.2,1699.11,1712.09,1689.29
4436,4436,1,0,0,2020.05.06,1684.49,1701.48,1708.18,1682.0
4437,4437,0,1,1,2020.05.07,1713.62,1682.02,1722.13,1681.31
4438,4438,1,1,1,2020.05.08,1701.39,1717.01,1723.7,1700.72
4439,4439,1,0,0,2020.05.11,1696.15,1700.95,1711.91,1689.93
4440,4440,0,0,0,2020.05.12,1700.31,1696.31,1711.09,1693.72
4441,4441,0,0,0,2020.05.13,1713.86,1700.49,1718.13,1699.13
4442,4442,0,0,0,2020.05.14,1730.27,1713.5,1736.28,1711.06
4443,4443,0,1,1,2020.05.15,1741.39,1731.29,1751.71,1728.55
4444,4444,1,0,0,2020.05.18,1732.32,1738.0,1765.36,1727.42
4445,4445,0,0,0,2020.05.19,1744.33,1730.49,1748.0,1725.59
4446,4446,0,1,1,2020.05.20,1749.03,1743.86,1753.98,1742.19
4447,4447,1,0,0,2020.05.21,1727.37,1744.08,1748.93,1717.23
4448,4448,0,1,1,2020.05.22,1733.53,1722.3,1740.19,1721.81
4449,4449,1,1,1,2020.05.25,1727.98,1729.26,1734.92,1721.74
4450,4450,1,1,1,2020.05.26,1709.92,1725.72,1735.56,1708.86
4451,4451,1,0,0,2020.05.27,1707.62,1708.37,1716.1,1693.76
4452,4452,0,0,0,2020.05.28,1719.0,1701.67,1727.58,1701.65
4453,4453,0,0,0,2020.05.29,1729.03,1715.97,1737.62,1712.73
4454,4454,0,1,1,2020.06.01,1738.27,1734.97,1744.56,1727.05
4455,4455,1,1,1,2020.06.02,1726.78,1734.0,1745.11,1721.3
4456,4456,1,0,0,2020.06.03,1698.44,1719.15,1732.11,1689.1
4457,4457,0,1,1,2020.06.04,1713.15,1694.41,1721.67,1694.41
4458,4458,1,0,0,2020.06.05,1685.31,1713.1,1716.02,1670.58
4459,4459,0,0,0,2020.06.08,1697.6,1674.99,1701.26,1674.97
4460,4460,0,0,0,2020.06.09,1713.96,1696.96,1720.76,1692.17
4461,4461,0,1,1,2020.06.10,1737.62,1705.47,1739.73,1705.47
4462,4462,1,0,0,2020.06.11,1726.4,1732.14,1744.62,1721.36
4463,4463,0,1,1,2020.06.12,1729.82,1713.24,1743.13,1713.24
4464,4464,1,0,0,2020.06.15,1724.24,1726.79,1735.18,1703.98
4465,4465,0,1,1,2020.06.16,1725.35,1724.46,1732.87,1716.3
4466,4466,1,0,0,2020.06.17,1725.72,1726.01,1730.33,1712.27
4467,4467,0,0,0,2020.06.18,1721.72,1720.81,1738.05,1717.41
4468,4468,0,0,0,2020.06.19,1742.93,1718.24,1745.25,1718.24
4469,4469,0,0,0,2020.06.22,1754.41,1752.78,1763.17,1735.81
4470,4470,0,1,1,2020.06.23,1766.89,1749.8,1770.97,1747.16
4471,4471,1,0,0,2020.06.24,1758.84,1763.0,1779.25,1758.84
4472,4472,0,0,0,2020.06.25,1762.34,1759.08,1768.86,1753.22
4473,4473,0,1,1,2020.06.26,1770.4,1753.62,1772.05,1747.42
4474,4474,1,0,0,2020.06.29,1771.55,1774.77,1775.36,1765.52
4475,4475,0,1,1,2020.06.30,1779.54,1765.34,1785.84,1764.4
4476,4476,1,0,0,2020.07.01,1769.2,1779.1,1789.12,1758.99
4477,4477,0,1,1,2020.07.02,1773.01,1765.0,1779.56,1757.49
4478,4478,1,0,0,2020.07.03,1772.66,1774.44,1777.1,1772.63
4479,4479,0,0,0,2020.07.06,1783.32,1773.07,1787.06,1769.97
4480,4480,0,0,0,2020.07.07,1794.08,1777.79,1797.34,1773.45
4481,4481,0,1,1,2020.07.08,1806.48,1793.24,1818.15,1786.92
4482,4482,1,1,1,2020.07.09,1802.58,1803.41,1815.9,1795.34
4483,4483,1,0,0,2020.07.10,1798.38,1801.11,1810.75,1794.05
4484,4484,0,0,0,2020.07.13,1801.73,1798.19,1813.43,1797.6
4485,4485,0,0,0,2020.07.14,1808.03,1800.9,1810.92,1789.53
4486,4486,0,1,1,2020.07.15,1808.58,1807.59,1815.07,1802.37
4487,4487,1,0,0,2020.07.16,1795.1,1806.1,1813.27,1794.87
4488,4488,0,0,0,2020.07.17,1809.34,1793.82,1811.97,1793.79
4489,4489,0,0,0,2020.07.20,1817.08,1806.21,1820.59,1805.69
4490,4490,0,0,0,2020.07.21,1841.03,1817.02,1843.48,1815.63
4491,4491,0,0,0,2020.07.22,1870.02,1839.66,1871.98,1839.43
4492,4492,0,0,0,2020.07.23,1886.59,1871.51,1898.39,1863.59
4493,4493,0,0,0,2020.07.24,1901.02,1883.37,1906.56,1881.31
4494,4494,0,0,0,2020.07.27,1940.32,1901.12,1945.66,1899.36
4495,4495,0,0,0,2020.07.28,1955.96,1934.96,1981.2,1906.61
4496,4496,0,1,1,2020.07.29,1970.1,1958.06,1980.88,1941.37
4497,4497,1,0,0,2020.07.30,1955.64,1961.12,1971.41,1939.54
4498,4498,0,1,1,2020.07.31,1974.92,1956.07,1984.02,1954.6
4499,4499,1,0,0,2020.08.03,1976.06,1978.37,1988.14,1960.48
4500,4500,0,0,0,2020.08.04,2018.61,1966.82,2019.9,1965.85
4501,4501,0,0,0,2020.08.05,2037.63,2012.13,2055.74,2009.57
4502,4502,0,1,1,2020.08.06,2061.48,2038.12,2069.66,2034.43
4503,4503,1,1,1,2020.08.07,2034.75,2056.57,2075.15,2015.52
4504,4504,1,1,1,2020.08.10,2026.42,2031.37,2049.89,2018.95
4505,4505,1,0,0,2020.08.11,1906.68,2021.41,2029.97,1901.29
4506,4506,0,0,0,2020.08.12,1914.87,1908.54,1949.29,1862.56
4507,4507,0,1,1,2020.08.13,1952.11,1914.95,1966.3,1912.5
4508,4508,1,0,0,2020.08.14,1944.44,1953.5,1962.25,1932.29
4509,4509,0,0,0,2020.08.17,1979.19,1946.53,1990.69,1929.25
4510,4510,0,1,1,2020.08.18,2001.06,1983.8,2015.66,1975.93
4511,4511,1,0,0,2020.08.19,1928.02,2001.36,2006.52,1924.63
4512,4512,0,1,1,2020.08.20,1945.63,1927.27,1955.34,1924.17
4513,4513,1,1,1,2020.08.21,1940.48,1946.58,1955.9,1911.41
4514,4514,1,1,1,2020.08.24,1927.57,1939.22,1961.83,1923.68
4515,4515,1,0,0,2020.08.25,1927.5,1927.42,1937.49,1914.23
4516,4516,0,1,1,2020.08.26,1952.24,1928.58,1954.92,1902.58
4517,4517,1,0,0,2020.08.27,1929.07,1953.92,1976.75,1909.78
4518,4518,0,0,0,2020.08.28,1963.93,1928.55,1973.84,1923.03
4519,4519,0,0,0,2020.08.31,1967.08,1965.41,1976.67,1954.22
4520,4520,0,1,1,2020.09.01,1969.52,1965.48,1992.35,1962.98
4521,4521,1,1,1,2020.09.02,1940.54,1969.57,1973.23,1932.52
4522,4522,1,0,0,2020.09.03,1929.77,1942.17,1951.1,1921.86
4523,4523,0,1,1,2020.09.04,1933.43,1930.53,1947.27,1916.35
4524,4524,1,0,0,2020.09.07,1927.94,1930.98,1941.38,1923.56
4525,4525,0,0,0,2020.09.08,1931.15,1927.22,1940.92,1906.36
4526,4526,0,1,1,2020.09.09,1945.86,1931.63,1950.85,1920.02
4527,4527,1,1,1,2020.09.10,1943.7,1946.48,1966.48,1941.39
4528,4528,1,0,0,2020.09.11,1939.66,1944.8,1954.76,1937.11
4529,4529,0,1,1,2020.09.14,1956.08,1940.75,1962.55,1936.38
4530,4530,1,0,0,2020.09.15,1953.36,1955.09,1972.15,1948.27
4531,4531,0,1,1,2020.09.16,1957.98,1951.16,1973.66,1949.79
4532,4532,1,0,0,2020.09.17,1943.4,1958.65,1960.93,1932.72
4533,4533,0,1,1,2020.09.18,1949.86,1941.85,1960.11,1941.85
4534,4534,1,1,1,2020.09.21,1911.56,1947.77,1955.6,1882.17
4535,4535,1,1,1,2020.09.22,1899.4,1912.07,1920.06,1894.62
4536,4536,1,0,0,2020.09.23,1862.68,1895.38,1905.44,1855.58
4537,4537,0,1,1,2020.09.24,1866.92,1859.77,1877.1,1848.67
4538,4538,1,0,0,2020.09.25,1860.77,1867.53,1875.17,1852.24
4539,4539,0,0,0,2020.09.28,1880.72,1858.83,1882.98,1848.36
4540,4540,0,1,1,2020.09.29,1896.92,1879.8,1899.13,1875.49
4541,4541,1,0,0,2020.09.30,1885.08,1897.48,1902.29,1881.48
4542,4542,0,1,1,2020.10.01,1904.83,1881.5,1912.28,1880.93
4543,4543,1,0,0,2020.10.02,1898.99,1905.11,1917.13,1889.73
4544,4544,0,1,1,2020.10.05,1912.72,1904.99,1918.78,1887.03
4545,4545,1,0,0,2020.10.06,1876.54,1910.71,1921.04,1874.57
4546,4546,0,0,0,2020.10.07,1886.56,1876.16,1898.0,1872.95
4547,4547,0,0,0,2020.10.08,1893.06,1886.88,1900.72,1881.91
